Subject,Trial,Freq,SignalDetected,AvgPower,PowerVariability,DetectedTimePercentage_1dB,DetectionTime_1dB,DetectedTimePercentage_3dB,DetectionTime_3dB,DetectedTimePercentage_5dB,DetectionTime_5dB
17,2,14.0,1,6.12,3.00,100.00,0.00,100.00,0.00,33.33,2.00
17,3,14.0,0,6.41,1.53,100.00,0.00,100.00,0.00,66.67,1.00
17,0,14.2,1,4.94,6.02,66.67,1.00,33.33,2.00,33.33,2.00
17,1,14.2,0,8.36,1.26,100.00,0.00,100.00,0.00,100.00,0.00
17,2,14.2,0,4.95,7.45,66.67,0.00,66.67,0.00,66.67,0.00
17,3,14.2,0,1.75,5.59,66.67,0.00,66.67,0.00,33.33,2.00
17,0,14.4,0,4.64,3.34,66.67,1.00,66.67,1.00,66.67,1.00
17,1,14.4,0,7.95,3.33,100.00,0.00,100.00,0.00,66.67,0.00
17,2,14.4,0,-0.39,7.78,66.67,1.00,66.67,1.00,66.67,1.00
17,3,14.4,0,6.77,1.59,100.00,0.00,100.00,0.00,66.67,1.00
17,0,14.6,1,4.36,6.70,66.67,1.00,66.67,1.00,66.67,1.00
17,1,14.6,0,3.68,1.79,100.00,0.00,66.67,0.00,33.33,2.00
17,2,14.6,0,9.34,0.80,100.00,0.00,100.00,0.00,100.00,0.00
17,3,14.6,0,5.71,2.36,100.00,0.00,100.00,0.00,33.33,1.00
17,0,14.8,0,9.92,1.85,100.00,0.00,100.00,0.00,100.00,0.00
17,1,14.8,0,3.81,1.82,100.00,0.00,33.33,2.00,33.33,2.00
17,2,14.8,0,4.61,4.52,66.67,1.00,66.67,1.00,66.67,1.00
17,3,14.8,1,7.54,1.58,100.00,0.00,100.00,0.00,100.00,0.00
17,0,15.0,0,5.87,3.93,66.67,1.00,66.67,1.00,66.67,1.00
17,1,15.0,0,6.88,2.23,100.00,0.00,100.00,0.00,66.67,1.00
17,2,15.0,0,4.51,1.88,100.00,0.00,66.67,0.00,33.33,0.00
17,3,15.0,0,4.02,2.72,66.67,0.00,66.67,0.00,33.33,0.00
17,0,15.2,0,5.26,4.41,100.00,0.00,33.33,1.00,33.33,1.00
17,1,15.2,0,8.85,1.55,100.00,0.00,100.00,0.00,100.00,0.00
17,2,15.2,0,-0.13,4.38,33.33,1.00,33.33,1.00,33.33,1.00
17,3,15.2,1,8.99,2.58,100.00,0.00,100.00,0.00,100.00,0.00
17,0,15.4,0,4.79,2.31,100.00,0.00,66.67,1.00,66.67,1.00
17,1,15.4,0,8.02,6.03,66.67,1.00,66.67,1.00,66.67,1.00
17,2,15.4,0,2.37,2.82,66.67,0.00,33.33,1.00,33.33,1.00
17,3,15.4,0,4.70,3.06,66.67,0.00,66.67,0.00,66.67,0.00
17,0,15.6,0,-0.05,7.05,33.33,1.00,33.33,1.00,33.33,1.00
17,1,15.6,0,-1.25,9.53,66.67,0.00,66.67,0.00,33.33,0.00
17,2,15.6,0,3.10,3.48,66.67,1.00,66.67,1.00,66.67,1.00
17,3,15.6,0,5.62,5.63,66.67,1.00,66.67,1.00,66.67,1.00
17,0,15.8,0,1.01,2.78,66.67,0.00,33.33,0.00,0.00,nan
17,1,15.8,0,4.49,4.35,66.67,0.00,66.67,0.00,33.33,1.00
17,2,15.8,0,5.47,6.56,66.67,0.00,66.67,0.00,66.67,0.00
17,3,15.8,0,16.62,2.22,100.00,0.00,100.00,0.00,100.00,0.00
18,0,8.0,1,7.39,1.23,100.00,0.00,100.00,0.00,100.00,0.00
18,1,8.0,1,6.91,0.68,100.00,0.00,100.00,0.00,100.00,0.00
18,2,8.0,1,2.77,3.77,66.67,1.00,66.67,1.00,33.33,2.00
18,3,8.0,1,6.34,2.28,100.00,0.00,100.00,0.00,66.67,0.00
18,0,8.2,1,4.29,5.43,66.67,0.00,66.67,0.00,66.67,0.00
18,1,8.2,0,6.40,1.80,100.00,0.00,100.00,0.00,66.67,1.00
18,2,8.2,1,8.61,1.68,100.00,0.00,100.00,0.00,100.00,0.00
18,3,8.2,1,8.37,1.68,100.00,0.00,100.00,0.00,100.00,0.00
18,0,8.4,1,6.00,3.53,100.00,0.00,66.67,0.00,66.67,0.00
18,1,8.4,1,8.90,0.60,100.00,0.00,100.00,0.00,100.00,0.00
18,2,8.4,1,6.42,2.37,100.00,0.00,100.00,0.00,66.67,0.00
18,3,8.4,1,5.26,5.23,66.67,1.00,66.67,1.00,66.67,1.00
18,0,8.6,1,8.54,0.36,100.00,0.00,100.00,0.00,100.00,0.00
18,1,8.6,1,8.57,3.41,100.00,0.00,100.00,0.00,66.67,1.00
18,2,8.6,1,7.38,5.23,66.67,1.00,66.67,1.00,66.67,1.00
18,3,8.6,1,6.65,2.06,100.00,0.00,100.00,0.00,66.67,0.00
18,0,8.8,1,8.22,0.34,100.00,0.00,100.00,0.00,100.00,0.00
18,1,8.8,1,8.43,1.53,100.00,0.00,100.00,0.00,100.00,0.00
18,2,8.8,1,8.60,0.82,100.00,0.00,100.00,0.00,100.00,0.00
18,3,8.8,1,4.23,7.28,66.67,1.00,66.67,1.00,66.67,1.00
18,0,9.0,1,8.98,3.04,100.00,0.00,100.00,0.00,66.67,0.00
18,1,9.0,1,8.15,3.34,100.00,0.00,100.00,0.00,66.67,0.00
18,2,9.0,1,10.60,1.64,100.00,0.00,100.00,0.00,100.00,0.00
18,3,9.0,1,8.54,2.50,100.00,0.00,100.00,0.00,100.00,0.00
18,0,9.2,1,10.94,1.63,100.00,0.00,100.00,0.00,100.00,0.00
18,1,9.2,1,8.62,0.81,100.00,0.00,100.00,0.00,100.00,0.00
18,2,9.2,0,8.40,1.12,100.00,0.00,100.00,0.00,100.00,0.00
18,3,9.2,1,9.49,1.04,100.00,0.00,100.00,0.00,100.00,0.00
18,0,9.4,1,10.02,1.77,100.00,0.00,100.00,0.00,100.00,0.00
18,1,9.4,1,9.63,1.21,100.00,0.00,100.00,0.00,100.00,0.00
18,2,9.4,1,5.23,3.38,100.00,0.00,66.67,1.00,33.33,2.00
18,3,9.4,1,10.77,1.46,100.00,0.00,100.00,0.00,100.00,0.00
18,0,9.6,1,9.25,1.60,100.00,0.00,100.00,0.00,100.00,0.00
18,1,9.6,1,5.77,5.57,66.67,1.00,66.67,1.00,66.67,1.00
18,2,9.6,1,9.93,1.13,100.00,0.00,100.00,0.00,100.00,0.00
18,3,9.6,1,7.53,3.31,100.00,0.00,66.67,0.00,66.67,0.00
18,0,9.8,1,9.58,1.88,100.00,0.00,100.00,0.00,100.00,0.00
18,1,9.8,1,7.46,1.36,100.00,0.00,100.00,0.00,100.00,0.00
18,2,9.8,1,9.16,2.77,100.00,0.00,100.00,0.00,100.00,0.00
18,3,9.8,1,11.49,1.60,100.00,0.00,100.00,0.00,100.00,0.00
18,0,10.0,1,9.34,2.44,100.00,0.00,100.00,0.00,100.00,0.00
18,1,10.0,1,10.76,1.19,100.00,0.00,100.00,0.00,100.00,0.00
18,2,10.0,1,11.78,1.05,100.00,0.00,100.00,0.00,100.00,0.00
18,3,10.0,1,9.64,2.41,100.00,0.00,100.00,0.00,100.00,0.00
18,0,10.2,1,9.72,1.77,100.00,0.00,100.00,0.00,100.00,0.00
18,1,10.2,1,8.30,2.28,100.00,0.00,100.00,0.00,100.00,0.00
18,2,10.2,1,9.77,3.25,100.00,0.00,100.00,0.00,100.00,0.00
18,3,10.2,1,10.18,0.76,100.00,0.00,100.00,0.00,100.00,0.00
18,0,10.4,1,10.32,3.31,100.00,0.00,100.00,0.00,100.00,0.00
18,1,10.4,1,11.30,1.13,100.00,0.00,100.00,0.00,100.00,0.00
18,2,10.4,1,5.60,1.98,100.00,0.00,66.67,0.00,66.67,0.00
18,3,10.4,1,9.52,1.04,100.00,0.00,100.00,0.00,100.00,0.00
18,0,10.6,1,12.49,1.93,100.00,0.00,100.00,0.00,100.00,0.00
18,1,10.6,1,10.33,0.53,100.00,0.00,100.00,0.00,100.00,0.00
18,2,10.6,1,11.36,0.76,100.00,0.00,100.00,0.00,100.00,0.00
18,3,10.6,1,7.56,2.88,100.00,0.00,100.00,0.00,66.67,1.00
18,0,10.8,1,9.89,2.39,100.00,0.00,100.00,0.00,100.00,0.00
18,1,10.8,1,13.36,0.69,100.00,0.00,100.00,0.00,100.00,0.00
18,2,10.8,0,-76.44,4.89,0.00,nan,0.00,nan,0.00,nan
18,3,10.8,1,10.19,2.20,100.00,0.00,100.00,0.00,100.00,0.00
18,0,11.0,1,9.65,1.36,100.00,0.00,100.00,0.00,100.00,0.00
18,1,11.0,1,9.51,1.19,100.00,0.00,100.00,0.00,100.00,0.00
18,2,11.0,1,10.29,2.36,100.00,0.00,100.00,0.00,100.00,0.00
18,3,11.0,1,10.85,1.19,100.00,0.00,100.00,0.00,100.00,0.00
18,0,11.2,1,10.22,1.68,100.00,0.00,100.00,0.00,100.00,0.00
18,1,11.2,1,7.29,0.79,100.00,0.00,100.00,0.00,100.00,0.00
18,2,11.2,1,7.84,1.01,100.00,0.00,100.00,0.00,100.00,0.00
18,3,11.2,1,8.18,2.36,100.00,0.00,100.00,0.00,66.67,1.00
18,0,11.4,1,10.43,1.41,100.00,0.00,100.00,0.00,100.00,0.00
18,1,11.4,1,12.38,1.38,100.00,0.00,100.00,0.00,100.00,0.00
18,2,11.4,1,8.91,0.99,100.00,0.00,100.00,0.00,100.00,0.00
18,3,11.4,1,10.30,1.84,100.00,0.00,100.00,0.00,100.00,0.00
18,0,11.6,1,10.90,1.99,100.00,0.00,100.00,0.00,100.00,0.00
18,1,11.6,1,9.95,0.64,100.00,0.00,100.00,0.00,100.00,0.00
18,2,11.6,1,9.66,0.90,100.00,0.00,100.00,0.00,100.00,0.00
18,3,11.6,1,11.31,1.14,100.00,0.00,100.00,0.00,100.00,0.00
18,0,11.8,1,10.19,1.42,100.00,0.00,100.00,0.00,100.00,0.00
18,1,11.8,1,8.84,0.69,100.00,0.00,100.00,0.00,100.00,0.00
18,2,11.8,1,9.05,2.61,100.00,0.00,100.00,0.00,100.00,0.00
18,3,11.8,1,9.08,1.06,100.00,0.00,100.00,0.00,100.00,0.00
18,0,12.0,1,9.27,1.22,100.00,0.00,100.00,0.00,100.00,0.00
18,1,12.0,1,10.19,0.65,100.00,0.00,100.00,0.00,100.00,0.00
18,2,12.0,1,8.46,2.30,100.00,0.00,100.00,0.00,100.00,0.00
18,3,12.0,1,7.50,2.02,100.00,0.00,100.00,0.00,66.67,0.00
18,0,12.2,1,9.97,1.31,100.00,0.00,100.00,0.00,100.00,0.00
18,1,12.2,1,7.31,2.92,100.00,0.00,100.00,0.00,66.67,1.00
18,2,12.2,1,11.92,1.27,100.00,0.00,100.00,0.00,100.00,0.00
18,3,12.2,1,10.08,0.99,100.00,0.00,100.00,0.00,100.00,0.00
18,0,12.4,1,10.57,1.96,100.00,0.00,100.00,0.00,100.00,0.00
18,1,12.4,1,10.16,1.58,100.00,0.00,100.00,0.00,100.00,0.00
18,2,12.4,1,10.71,1.52,100.00,0.00,100.00,0.00,100.00,0.00
18,3,12.4,1,10.26,0.60,100.00,0.00,100.00,0.00,100.00,0.00
18,0,12.6,1,11.55,1.27,100.00,0.00,100.00,0.00,100.00,0.00
18,1,12.6,1,10.02,1.50,100.00,0.00,100.00,0.00,100.00,0.00
18,2,12.6,1,10.96,0.67,100.00,0.00,100.00,0.00,100.00,0.00
18,3,12.6,1,9.16,1.60,100.00,0.00,100.00,0.00,100.00,0.00
18,0,12.8,1,10.69,1.34,100.00,0.00,100.00,0.00,100.00,0.00
18,1,12.8,1,7.49,0.84,100.00,0.00,100.00,0.00,100.00,0.00
18,2,12.8,1,7.67,1.57,100.00,0.00,100.00,0.00,100.00,0.00
18,3,12.8,1,8.20,0.74,100.00,0.00,100.00,0.00,100.00,0.00
18,0,13.0,1,9.86,1.98,100.00,0.00,100.00,0.00,100.00,0.00
18,1,13.0,1,9.26,1.55,100.00,0.00,100.00,0.00,100.00,0.00
18,2,13.0,1,10.44,1.52,100.00,0.00,100.00,0.00,100.00,0.00
18,3,13.0,1,9.58,1.37,100.00,0.00,100.00,0.00,100.00,0.00
18,0,13.2,1,11.43,1.10,100.00,0.00,100.00,0.00,100.00,0.00
18,1,13.2,1,8.98,1.47,100.00,0.00,100.00,0.00,100.00,0.00
18,2,13.2,1,8.18,1.63,100.00,0.00,100.00,0.00,100.00,0.00
18,3,13.2,1,5.58,1.48,100.00,0.00,100.00,0.00,66.67,0.00
18,0,13.4,1,7.61,2.33,100.00,0.00,100.00,0.00,66.67,0.00
18,1,13.4,1,8.56,1.09,100.00,0.00,100.00,0.00,100.00,0.00
18,2,13.4,1,6.37,1.55,100.00,0.00,100.00,0.00,66.67,0.00
18,3,13.4,1,8.23,2.17,100.00,0.00,100.00,0.00,100.00,0.00
18,0,13.6,1,6.59,2.60,100.00,0.00,100.00,0.00,33.33,1.00
18,1,13.6,1,8.29,2.48,100.00,0.00,100.00,0.00,66.67,1.00
18,2,13.6,1,7.68,4.78,100.00,0.00,66.67,1.00,66.67,1.00
18,3,13.6,1,7.70,5.23,66.67,1.00,66.67,1.00,66.67,1.00
18,0,13.8,1,6.59,3.65,100.00,0.00,66.67,0.00,66.67,0.00
18,1,13.8,1,8.10,1.79,100.00,0.00,100.00,0.00,100.00,0.00
18,2,13.8,1,7.73,1.11,100.00,0.00,100.00,0.00,100.00,0.00
18,3,13.8,1,5.61,1.87,100.00,0.00,100.00,0.00,66.67,1.00
18,0,14.0,1,10.01,1.08,100.00,0.00,100.00,0.00,100.00,0.00
18,1,14.0,1,11.51,1.12,100.00,0.00,100.00,0.00,100.00,0.00
18,2,14.0,1,8.66,2.63,100.00,0.00,100.00,0.00,100.00,0.00
18,3,14.0,1,4.71,6.34,66.67,1.00,66.67,1.00,66.67,1.00
18,0,14.2,1,12.30,0.30,100.00,0.00,100.00,0.00,100.00,0.00
18,1,14.2,1,10.74,1.09,100.00,0.00,100.00,0.00,100.00,0.00
18,2,14.2,1,10.94,0.70,100.00,0.00,100.00,0.00,100.00,0.00
18,3,14.2,1,9.30,1.68,100.00,0.00,100.00,0.00,100.00,0.00
18,0,14.4,1,10.14,2.23,100.00,0.00,100.00,0.00,100.00,0.00
18,1,14.4,1,7.58,1.63,100.00,0.00,100.00,0.00,100.00,0.00
18,2,14.4,1,9.00,1.85,100.00,0.00,100.00,0.00,100.00,0.00
18,3,14.4,1,9.57,1.27,100.00,0.00,100.00,0.00,100.00,0.00
18,0,14.6,1,9.52,0.85,100.00,0.00,100.00,0.00,100.00,0.00
18,1,14.6,1,5.64,3.11,100.00,0.00,100.00,0.00,33.33,2.00
18,2,14.6,1,8.49,1.70,100.00,0.00,100.00,0.00,100.00,0.00
18,3,14.6,1,7.29,1.94,100.00,0.00,100.00,0.00,100.00,0.00
18,0,14.8,1,10.32,0.29,100.00,0.00,100.00,0.00,100.00,0.00
18,1,14.8,1,8.62,0.30,100.00,0.00,100.00,0.00,100.00,0.00
18,2,14.8,1,8.83,1.40,100.00,0.00,100.00,0.00,100.00,0.00
18,3,14.8,1,9.22,3.10,100.00,0.00,100.00,0.00,66.67,1.00
18,0,15.0,1,9.08,1.87,100.00,0.00,100.00,0.00,100.00,0.00
18,1,15.0,1,10.91,1.83,100.00,0.00,100.00,0.00,100.00,0.00
18,2,15.0,1,7.02,1.44,100.00,0.00,100.00,0.00,100.00,0.00
18,3,15.0,1,7.60,2.02,100.00,0.00,100.00,0.00,100.00,0.00
18,0,15.2,1,8.98,3.58,100.00,0.00,100.00,0.00,66.67,1.00
18,1,15.2,1,9.43,2.23,100.00,0.00,100.00,0.00,100.00,0.00
18,2,15.2,1,7.85,1.63,100.00,0.00,100.00,0.00,100.00,0.00
18,3,15.2,1,7.83,3.29,100.00,0.00,100.00,0.00,66.67,1.00
18,0,15.4,1,10.57,0.69,100.00,0.00,100.00,0.00,100.00,0.00
18,1,15.4,1,8.78,0.25,100.00,0.00,100.00,0.00,100.00,0.00
18,2,15.4,1,5.93,3.71,100.00,0.00,66.67,1.00,66.67,1.00
18,3,15.4,1,8.41,0.45,100.00,0.00,100.00,0.00,100.00,0.00
18,0,15.6,1,8.90,1.05,100.00,0.00,100.00,0.00,100.00,0.00
18,1,15.6,1,9.71,1.32,100.00,0.00,100.00,0.00,100.00,0.00
18,2,15.6,1,8.24,0.53,100.00,0.00,100.00,0.00,100.00,0.00
18,3,15.6,1,8.52,0.46,100.00,0.00,100.00,0.00,100.00,0.00
18,0,15.8,1,5.85,1.14,100.00,0.00,100.00,0.00,66.67,0.00
18,1,15.8,1,5.95,1.42,100.00,0.00,100.00,0.00,66.67,0.00
18,2,15.8,1,5.32,3.16,66.67,0.00,66.67,0.00,66.67,0.00
18,3,15.8,1,9.38,1.41,100.00,0.00,100.00,0.00,100.00,0.00
19,0,8.0,1,4.81,3.66,66.67,0.00,66.67,0.00,66.67,0.00
19,1,8.0,0,7.84,1.76,100.00,0.00,100.00,0.00,100.00,0.00
19,2,8.0,0,7.67,2.16,100.00,0.00,100.00,0.00,66.67,0.00
19,3,8.0,1,9.18,2.10,100.00,0.00,100.00,0.00,100.00,0.00
19,0,8.2,0,8.20,3.33,100.00,0.00,100.00,0.00,66.67,1.00
19,1,8.2,0,10.84,0.68,100.00,0.00,100.00,0.00,100.00,0.00
19,2,8.2,0,11.95,1.86,100.00,0.00,100.00,0.00,100.00,0.00
19,3,8.2,1,11.92,0.25,100.00,0.00,100.00,0.00,100.00,0.00
19,0,8.4,1,10.13,2.98,100.00,0.00,100.00,0.00,100.00,0.00
19,1,8.4,1,11.04,1.07,100.00,0.00,100.00,0.00,100.00,0.00
19,2,8.4,0,7.97,0.69,100.00,0.00,100.00,0.00,100.00,0.00
19,3,8.4,0,5.94,1.75,100.00,0.00,100.00,0.00,66.67,0.00
19,0,8.6,1,9.51,1.91,100.00,0.00,100.00,0.00,100.00,0.00
19,1,8.6,1,9.13,1.14,100.00,0.00,100.00,0.00,100.00,0.00
19,2,8.6,1,8.16,0.73,100.00,0.00,100.00,0.00,100.00,0.00
19,3,8.6,1,10.22,0.70,100.00,0.00,100.00,0.00,100.00,0.00
19,0,8.8,0,8.57,1.47,100.00,0.00,100.00,0.00,100.00,0.00
19,1,8.8,0,3.59,3.65,66.67,0.00,33.33,1.00,33.33,1.00
19,2,8.8,1,8.29,1.26,100.00,0.00,100.00,0.00,100.00,0.00
19,3,8.8,0,7.28,1.98,100.00,0.00,100.00,0.00,66.67,0.00
19,0,9.0,1,5.58,2.86,100.00,0.00,66.67,0.00,66.67,0.00
19,1,9.0,1,7.27,1.36,100.00,0.00,100.00,0.00,100.00,0.00
19,2,9.0,0,9.10,1.27,100.00,0.00,100.00,0.00,100.00,0.00
19,3,9.0,0,5.72,3.05,100.00,0.00,66.67,1.00,33.33,2.00
19,0,9.2,0,8.16,2.57,100.00,0.00,100.00,0.00,100.00,0.00
19,1,9.2,0,4.23,2.51,100.00,0.00,66.67,0.00,33.33,2.00
19,2,9.2,1,7.24,4.69,66.67,1.00,66.67,1.00,66.67,1.00
19,3,9.2,0,7.16,3.43,100.00,0.00,100.00,0.00,33.33,2.00
19,0,9.4,0,1.62,5.04,66.67,1.00,66.67,1.00,33.33,1.00
19,1,9.4,1,8.54,1.65,100.00,0.00,100.00,0.00,100.00,0.00
19,2,9.4,1,8.57,1.70,100.00,0.00,100.00,0.00,100.00,0.00
19,3,9.4,1,4.16,2.66,66.67,0.00,66.67,0.00,33.33,1.00
19,0,9.6,1,7.04,3.04,100.00,0.00,66.67,1.00,66.67,1.00
19,1,9.6,1,9.66,0.59,100.00,0.00,100.00,0.00,100.00,0.00
19,2,9.6,0,7.34,2.09,100.00,0.00,100.00,0.00,66.67,0.00
19,3,9.6,1,10.20,0.87,100.00,0.00,100.00,0.00,100.00,0.00
19,0,9.8,1,7.48,2.97,100.00,0.00,100.00,0.00,66.67,1.00
19,1,9.8,1,7.53,2.06,100.00,0.00,100.00,0.00,100.00,0.00
19,2,9.8,1,6.79,2.37,100.00,0.00,100.00,0.00,66.67,0.00
19,3,9.8,1,10.64,0.46,100.00,0.00,100.00,0.00,100.00,0.00
19,0,10.0,1,6.01,3.99,66.67,0.00,66.67,0.00,66.67,0.00
19,1,10.0,1,6.89,2.60,100.00,0.00,100.00,0.00,66.67,1.00
19,2,10.0,1,7.01,0.94,100.00,0.00,100.00,0.00,100.00,0.00
19,3,10.0,1,6.66,2.54,100.00,0.00,100.00,0.00,66.67,0.00
19,0,10.2,1,4.86,3.91,66.67,0.00,66.67,0.00,66.67,0.00
19,1,10.2,1,7.68,1.45,100.00,0.00,100.00,0.00,100.00,0.00
19,2,10.2,0,5.69,1.82,100.00,0.00,100.00,0.00,66.67,0.00
19,3,10.2,1,7.53,3.44,100.00,0.00,66.67,0.00,66.67,0.00
19,0,10.4,1,4.00,1.39,100.00,0.00,66.67,0.00,33.33,0.00
19,1,10.4,1,6.71,1.20,100.00,0.00,100.00,0.00,100.00,0.00
19,2,10.4,1,4.59,2.12,100.00,0.00,66.67,0.00,66.67,0.00
19,3,10.4,1,6.46,2.17,100.00,0.00,100.00,0.00,66.67,1.00
19,0,10.6,1,8.70,2.21,100.00,0.00,100.00,0.00,100.00,0.00
19,1,10.6,1,7.05,2.68,100.00,0.00,100.00,0.00,66.67,0.00
19,2,10.6,1,10.46,1.19,100.00,0.00,100.00,0.00,100.00,0.00
19,3,10.6,1,5.37,0.51,100.00,0.00,100.00,0.00,66.67,0.00
19,0,10.8,1,7.68,3.64,100.00,0.00,100.00,0.00,66.67,1.00
19,1,10.8,0,3.29,3.72,66.67,1.00,66.67,1.00,33.33,2.00
19,2,10.8,1,9.56,3.03,100.00,0.00,100.00,0.00,100.00,0.00
19,3,10.8,1,0.44,13.57,66.67,1.00,66.67,1.00,66.67,1.00
19,0,11.0,1,9.39,4.22,100.00,0.00,100.00,0.00,66.67,1.00
19,1,11.0,0,4.62,3.43,66.67,0.00,66.67,0.00,33.33,2.00
19,2,11.0,1,8.65,2.87,100.00,0.00,100.00,0.00,100.00,0.00
19,3,11.0,1,8.99,3.13,100.00,0.00,100.00,0.00,100.00,0.00
19,0,11.2,1,7.88,1.78,100.00,0.00,100.00,0.00,100.00,0.00
19,1,11.2,1,6.49,2.68,100.00,0.00,66.67,0.00,66.67,0.00
19,2,11.2,1,7.66,1.53,100.00,0.00,100.00,0.00,100.00,0.00
19,3,11.2,0,9.19,2.34,100.00,0.00,100.00,0.00,100.00,0.00
19,0,11.4,1,3.59,4.54,66.67,0.00,66.67,0.00,66.67,0.00
19,1,11.4,1,9.01,1.31,100.00,0.00,100.00,0.00,100.00,0.00
19,2,11.4,1,7.95,0.70,100.00,0.00,100.00,0.00,100.00,0.00
19,3,11.4,1,8.55,0.31,100.00,0.00,100.00,0.00,100.00,0.00
19,0,11.6,1,9.02,2.46,100.00,0.00,100.00,0.00,100.00,0.00
19,1,11.6,1,6.40,1.62,100.00,0.00,100.00,0.00,66.67,0.00
19,2,11.6,1,3.92,3.13,66.67,0.00,33.33,1.00,33.33,1.00
19,3,11.6,1,7.18,0.83,100.00,0.00,100.00,0.00,100.00,0.00
19,0,11.8,0,7.48,1.01,100.00,0.00,100.00,0.00,100.00,0.00
19,1,11.8,0,1.43,5.14,66.67,0.00,66.67,0.00,33.33,1.00
19,2,11.8,0,4.65,1.98,100.00,0.00,66.67,0.00,33.33,0.00
19,3,11.8,1,5.58,2.25,100.00,0.00,66.67,0.00,66.67,0.00
19,0,12.0,1,7.01,0.90,100.00,0.00,100.00,0.00,100.00,0.00
19,1,12.0,1,2.30,2.99,66.67,1.00,33.33,2.00,33.33,2.00
19,2,12.0,1,-0.37,7.33,66.67,0.00,33.33,1.00,33.33,1.00
19,3,12.0,1,4.94,1.52,100.00,0.00,100.00,0.00,33.33,2.00
19,0,12.2,1,4.90,1.00,100.00,0.00,100.00,0.00,66.67,0.00
19,1,12.2,1,4.18,2.03,100.00,0.00,66.67,0.00,33.33,1.00
19,2,12.2,1,7.72,2.25,100.00,0.00,100.00,0.00,66.67,1.00
19,3,12.2,0,-1.24,3.14,33.33,2.00,33.33,2.00,0.00,nan
19,0,12.4,1,-2.21,7.62,66.67,0.00,33.33,1.00,0.00,nan
19,1,12.4,1,5.38,0.71,100.00,0.00,100.00,0.00,33.33,2.00
19,2,12.4,1,4.84,2.91,66.67,0.00,66.67,0.00,66.67,0.00
19,3,12.4,1,7.85,1.65,100.00,0.00,100.00,0.00,100.00,0.00
19,0,12.6,1,4.96,2.01,100.00,0.00,100.00,0.00,33.33,1.00
19,1,12.6,1,1.38,4.46,66.67,1.00,33.33,2.00,33.33,2.00
19,2,12.6,1,3.91,1.87,100.00,0.00,33.33,2.00,33.33,2.00
19,3,12.6,1,5.91,1.31,100.00,0.00,100.00,0.00,66.67,0.00
19,0,12.8,0,1.64,2.43,33.33,2.00,33.33,2.00,0.00,nan
19,1,12.8,0,0.27,0.79,33.33,1.00,0.00,nan,0.00,nan
19,2,12.8,1,6.27,1.39,100.00,0.00,100.00,0.00,66.67,0.00
19,3,12.8,0,5.94,0.89,100.00,0.00,100.00,0.00,66.67,0.00
19,0,13.0,1,3.12,2.33,66.67,1.00,66.67,1.00,33.33,2.00
19,1,13.0,1,1.36,0.82,66.67,0.00,0.00,nan,0.00,nan
19,2,13.0,1,6.70,1.33,100.00,0.00,100.00,0.00,66.67,1.00
19,3,13.0,1,1.28,1.55,33.33,2.00,33.33,2.00,0.00,nan
19,0,13.2,1,9.44,1.49,100.00,0.00,100.00,0.00,100.00,0.00
19,1,13.2,0,3.02,4.46,66.67,0.00,66.67,0.00,66.67,0.00
19,2,13.2,0,2.84,1.69,100.00,0.00,33.33,1.00,33.33,1.00
19,3,13.2,0,3.34,5.35,66.67,0.00,66.67,0.00,66.67,0.00
19,0,13.4,1,5.75,1.38,100.00,0.00,100.00,0.00,66.67,0.00
19,1,13.4,0,0.05,5.24,33.33,1.00,33.33,1.00,33.33,1.00
19,2,13.4,1,8.10,4.17,100.00,0.00,66.67,0.00,66.67,0.00
19,3,13.4,1,7.24,0.35,100.00,0.00,100.00,0.00,100.00,0.00
19,0,13.6,1,6.80,1.63,100.00,0.00,100.00,0.00,66.67,1.00
19,1,13.6,1,6.09,2.89,100.00,0.00,66.67,0.00,66.67,0.00
19,2,13.6,1,5.72,3.67,66.67,0.00,66.67,0.00,66.67,0.00
19,3,13.6,0,4.71,2.30,100.00,0.00,66.67,0.00,66.67,0.00
19,0,13.8,1,6.32,0.33,100.00,0.00,100.00,0.00,100.00,0.00
19,1,13.8,0,4.90,2.85,66.67,1.00,66.67,1.00,66.67,1.00
19,2,13.8,1,5.93,1.52,100.00,0.00,100.00,0.00,66.67,0.00
19,3,13.8,1,7.36,1.64,100.00,0.00,100.00,0.00,100.00,0.00
19,0,14.0,1,8.74,0.99,100.00,0.00,100.00,0.00,100.00,0.00
19,1,14.0,1,10.06,2.12,100.00,0.00,100.00,0.00,100.00,0.00
19,2,14.0,1,8.72,0.79,100.00,0.00,100.00,0.00,100.00,0.00
19,3,14.0,1,8.40,3.45,100.00,0.00,100.00,0.00,66.67,0.00
19,0,14.2,0,6.11,1.68,100.00,0.00,100.00,0.00,66.67,0.00
19,1,14.2,1,11.35,1.19,100.00,0.00,100.00,0.00,100.00,0.00
19,2,14.2,1,7.71,1.20,100.00,0.00,100.00,0.00,100.00,0.00
19,3,14.2,1,7.20,2.42,100.00,0.00,100.00,0.00,66.67,0.00
19,0,14.4,1,6.17,2.27,100.00,0.00,100.00,0.00,66.67,0.00
19,1,14.4,1,6.64,2.16,100.00,0.00,100.00,0.00,66.67,0.00
19,2,14.4,1,6.36,2.30,100.00,0.00,100.00,0.00,66.67,1.00
19,3,14.4,1,8.56,0.91,100.00,0.00,100.00,0.00,100.00,0.00
